id,pitcher,date,rel_speed,horz_break,induced_vert_break,original_pitch_type,new_pitch_type,new_pitcher,modified_at,pitch_key,created_at
117,"Limas, Jacob",2025-10-11,80.50591,-5.1841,2.92386,Cutter,Cutter,"McGuire, Tommy",2025-10-20 03:27:47.876123,d8fe6610-a718-11f0-942a-a51a1eb7334d,2025
118,"Limas, Jacob",2025-10-11,75.53752,-3.6726,-2.46902,Curveball,Cutter,"McGuire, Tommy",2025-10-20 03:27:47.876123,f536ac20-a718-11f0-942a-a51a1eb7334d,2025
119,"Limas, Jacob",2025-10-11,80.36638,-1.68028,4.60528,Cutter,Cutter,"McGuire, Tommy",2025-10-20 03:27:47.876123,12a6fd00-a719-11f0-942a-a51a1eb7334d,2025
120,"Limas, Jacob",2025-10-11,81.21603,-4.49075,4.29784,Cutter,Cutter,"McGuire, Tommy",2025-10-20 03:27:47.876123,43a80070-a719-11f0-942a-a51a1eb7334d,2025
121,"Limas, Jacob",2025-10-11,80.6419,0.57697,6.4287,Cutter,Cutter,"McGuire, Tommy",2025-10-20 03:27:47.876123,1b2df3b0-a71a-11f0-942a-a51a1eb7334d,2025
122,"Limas, Jacob",2025-10-11,75.90816,-3.93402,-5.67933,Curveball,Cutter,"McGuire, Tommy",2025-10-20 03:27:47.876123,51550500-a71a-11f0-942a-a51a1eb7334d,2025
123,"Limas, Jacob",2025-10-11,80.18584,-1.44606,4.38197,Cutter,Cutter,"McGuire, Tommy",2025-10-20 03:27:47.876123,a6c43470-a71a-11f0-942a-a51a1eb7334d,2025
124,"Limas, Jacob",2025-10-11,80.81834,-3.28374,1.3485,Cutter,Cutter,"McGuire, Tommy",2025-10-20 03:27:47.876123,c17f9e80-a71a-11f0-942a-a51a1eb7334d,2025
125,"Limas, Jacob",2025-10-11,79.37926,-10.23028,4.36713,Sweeper,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,8d600180-a710-11f0-942a-a51a1eb7334d,2025
126,"Limas, Jacob",2025-10-11,83.74249,-4.85985,2.75536,Slider,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,d5e6bf70-a710-11f0-942a-a51a1eb7334d,2025
127,"Limas, Jacob",2025-10-11,83.09622,-4.84441,2.50043,Slider,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,b6546700-a712-11f0-942a-a51a1eb7334d,2025
128,"Limas, Jacob",2025-10-11,81.45163,-4.64162,2.18319,Slider,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,ce3c17a0-a712-11f0-942a-a51a1eb7334d,2025
129,"Limas, Jacob",2025-10-11,83.98645,-1.22008,3.7439,Slider,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,d9b78ba0-a712-11f0-942a-a51a1eb7334d,2025
130,"Limas, Jacob",2025-10-11,80.19765,-7.02811,1.01728,Sinker,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,18e392b0-a713-11f0-942a-a51a1eb7334d,2025
131,"Limas, Jacob",2025-10-11,79.75177,-6.06811,-0.83866,Slider,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,4e874330-a713-11f0-942a-a51a1eb7334d,2025
132,"Limas, Jacob",2025-10-11,80.72592,-6.98815,3.38488,Slider,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,652a65e0-a713-11f0-942a-a51a1eb7334d,2025
133,"Limas, Jacob",2025-10-11,83.05114,-8.04024,1.65114,Slider,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,70f3f9e0-a713-11f0-942a-a51a1eb7334d,2025
134,"Limas, Jacob",2025-10-11,76.0033,-10.79725,-2.05811,Sweeper,Sweeper,"Limas, Jacob",2025-10-20 03:28:18.513177,410fd0c0-a716-11f0-942a-a51a1eb7334d,2025
147,"Moeller, Luke",2025-10-02,78.46427,-5.67961,0.07831,Cutter,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,dda029f0-9fdf-11f0-85e9-e9560c876798,2025
148,"Moeller, Luke",2025-10-02,74.44455,-13.42343,-1.68252,Curveball,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,e9f9f000-9fdf-11f0-85e9-e9560c876798,2025
149,"Moeller, Luke",2025-10-02,77.84905,-8.19748,0.07488,Cutter,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,36abba00-9fe0-11f0-85e9-e9560c876798,2025
150,"Moeller, Luke",2025-10-10,79.86123,-4.92252,2.81122,Cutter,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,d8ee6e20-a634-11f0-8809-a53d21e14008,2025
151,"Moeller, Luke",2025-10-10,79.78853,-8.77815,-2.2589,Cutter,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,053bd490-a635-11f0-8809-a53d21e14008,2025
152,"Moeller, Luke",2025-10-10,76.8901,-9.2015,-0.00335,Sweeper,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,78f0a640-a635-11f0-8809-a53d21e14008,2025
153,"Moeller, Luke",2025-10-10,80.57819,-6.0524,1.75024,Sweeper,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,d319b440-a635-11f0-8809-a53d21e14008,2025
154,"Moeller, Luke",2025-10-10,78.59234,-8.8239,3.11087,Sweeper,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,14486920-a636-11f0-8809-a53d21e14008,2025
155,"Moeller, Luke",2025-10-10,79.86123,-4.92252,2.81122,Sweeper,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,d8ee6e20-a634-11f0-8809-a53d21e14008,2025
156,"Moeller, Luke",2025-10-10,79.78853,-8.77815,-2.2589,Sweeper,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,053bd490-a635-11f0-8809-a53d21e14008,2025
157,"Moeller, Luke",2025-10-17,82.17471,-6.54866,0.55768,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,71589570-abb0-11f0-89e1-4103db18a83a,2025
158,"Moeller, Luke",2025-10-17,78.06755,-9.55504,6.41607,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,8c43e920-abb0-11f0-89e1-4103db18a83a,2025
159,"Moeller, Luke",2025-10-17,80.26514,-5.54276,1.17587,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,0e2dd090-abb1-11f0-89e1-4103db18a83a,2025
160,"Moeller, Luke",2025-10-17,80.63538,-6.76276,3.09473,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,457a4f10-abb1-11f0-89e1-4103db18a83a,2025
161,"Moeller, Luke",2025-10-17,78.41507,-11.76457,1.6376,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,cf24c560-abb1-11f0-89e1-4103db18a83a,2025
162,"Moeller, Luke",2025-10-17,79.39451,-6.29237,-2.36165,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,000b7820-abb4-11f0-89e1-4103db18a83a,2025
163,"Moeller, Luke",2025-10-17,78.85155,-8.50036,1.35406,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,10673e70-abb4-11f0-89e1-4103db18a83a,2025
164,"Moeller, Luke",2025-10-17,79.89254,-10.96359,-1.74996,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,1b7e9970-abb4-11f0-89e1-4103db18a83a,2025
165,"Moeller, Luke",2025-10-17,78.55513,-11.58879,2.18205,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,2780c9a0-abb4-11f0-89e1-4103db18a83a,2025
166,"Moeller, Luke",2025-10-17,78.85155,-8.50036,1.35406,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,10673e70-abb4-11f0-89e1-4103db18a83a,2025
167,"Moeller, Luke",2025-10-17,79.89254,-10.96359,-1.74996,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,1b7e9970-abb4-11f0-89e1-4103db18a83a,2025
168,"Moeller, Luke",2025-10-17,78.55513,-11.58879,2.18205,Slider,Slider,"Moeller, Luke",2025-10-20 03:30:43.877313,2780c9a0-abb4-11f0-89e1-4103db18a83a,2025
169,"Moeller, Luke",2025-10-02,87.75224,2.57811,9.23658,Cutter,Fastball,"Moeller, Luke",2025-10-20 03:31:13.979182,93750ad0-9fdf-11f0-85e9-e9560c876798,2025
170,"Robb, Nicholas",2025-10-03,83.5135,-10.67245,5.26847,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,9278a530-a0aa-11f0-ab93-d3d7d90e7a19,2025
171,"Robb, Nicholas",2025-10-03,83.266,-13.7632,0.27827,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,a6e056d0-a0aa-11f0-ab93-d3d7d90e7a19,2025
172,"Robb, Nicholas",2025-10-03,82.02289,-11.91509,-2.80114,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,cb062f30-a0aa-11f0-ab93-d3d7d90e7a19,2025
173,"Robb, Nicholas",2025-10-03,83.64874,-12.71575,-3.79355,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,13b0c8d0-a0ab-11f0-ab93-d3d7d90e7a19,2025
174,"Robb, Nicholas",2025-10-03,76.51826,-18.02631,-2.48421,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,1d0e65e0-a0ab-11f0-ab93-d3d7d90e7a19,2025
175,"Robb, Nicholas",2025-10-03,81.49372,-16.33257,1.5902,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,2e86bfc0-a0ab-11f0-ab93-d3d7d90e7a19,2025
176,"Robb, Nicholas",2025-10-11,84.07123,-14.02556,4.79496,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,5b552170-a70b-11f0-942a-a51a1eb7334d,2025
177,"Robb, Nicholas",2025-10-11,84.1004,-12.20135,5.99406,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,6644d030-a70b-11f0-942a-a51a1eb7334d,2025
178,"Robb, Nicholas",2025-10-11,82.63862,-8.62906,3.445,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,c2029d10-a70d-11f0-942a-a51a1eb7334d,2025
179,"Robb, Nicholas",2025-10-11,84.4488,-4.81225,1.94913,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,cc0c7fb0-a70d-11f0-942a-a51a1eb7334d,2025
180,"Robb, Nicholas",2025-10-11,78.42332,-15.19446,-0.72409,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,e104ffa0-a70d-11f0-942a-a51a1eb7334d,2025
181,"Robb, Nicholas",2025-10-11,83.66594,-7.52103,3.70248,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,2ac59d20-a70e-11f0-942a-a51a1eb7334d,2025
182,"Robb, Nicholas",2025-10-11,84.53179,-8.86437,8.89599,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,4a249ea0-a70e-11f0-942a-a51a1eb7334d,2025
183,"Robb, Nicholas",2025-10-11,84.29414,-9.20241,9.21189,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,5cdca470-a70e-11f0-942a-a51a1eb7334d,2025
184,"Robb, Nicholas",2025-10-11,84.07123,-14.02556,4.79496,Slider,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,5b552170-a70b-11f0-942a-a51a1eb7334d,2025
185,"Robb, Nicholas",2025-10-11,84.1004,-12.20135,5.99406,Slider,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,6644d030-a70b-11f0-942a-a51a1eb7334d,2025
186,"Robb, Nicholas",2025-10-11,82.63862,-8.62906,3.445,Slider,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,c2029d10-a70d-11f0-942a-a51a1eb7334d,2025
187,"Robb, Nicholas",2025-10-11,84.4488,-4.81225,1.94913,Slider,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,cc0c7fb0-a70d-11f0-942a-a51a1eb7334d,2025
188,"Robb, Nicholas",2025-10-11,78.42332,-15.19446,-0.72409,Slider,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,e104ffa0-a70d-11f0-942a-a51a1eb7334d,2025
189,"Robb, Nicholas",2025-10-11,83.66594,-7.52103,3.70248,Slider,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,2ac59d20-a70e-11f0-942a-a51a1eb7334d,2025
190,"Robb, Nicholas",2025-10-11,84.53179,-8.86437,8.89599,Slider,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,4a249ea0-a70e-11f0-942a-a51a1eb7334d,2025
191,"Robb, Nicholas",2025-10-11,84.29414,-9.20241,9.21189,Slider,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,5cdca470-a70e-11f0-942a-a51a1eb7334d,2025
192,"Robb, Nicholas",2025-10-18,81.25498,-13.71367,2.57284,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,58126c60-ac57-11f0-aabc-cd59143e66a4,2025
193,"Robb, Nicholas",2025-10-18,78.06579,-15.95997,4.13764,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,623bbde0-ac57-11f0-aabc-cd59143e66a4,2025
194,"Robb, Nicholas",2025-10-18,79.70751,-15.73461,4.41374,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,7a83de00-ac57-11f0-aabc-cd59143e66a4,2025
195,"Robb, Nicholas",2025-10-18,81.80869,-13.40111,3.73272,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,de5a7dd0-ac57-11f0-aabc-cd59143e66a4,2025
196,"Robb, Nicholas",2025-10-18,80.16511,-14.60001,3.65406,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,fcb3cf20-ac57-11f0-aabc-cd59143e66a4,2025
197,"Robb, Nicholas",2025-10-18,81.67194,-12.01347,5.02646,Sweeper,Sweeper,"Robb, Nicholas",2025-10-20 03:32:00.074922,65435ff0-ac54-11f0-aabc-cd59143e66a4,2025
198,"Smith, Jace",2025-10-03,80.32786,-3.88713,-6.57422,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,1d6afd70-a0ae-11f0-ab93-d3d7d90e7a19,2025
199,"Smith, Jace",2025-10-03,80.43907,-9.6115,-6.07961,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,35ff1ab0-a0ae-11f0-ab93-d3d7d90e7a19,2025
200,"Smith, Jace",2025-10-03,79.63728,-6.63426,-6.34103,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,3e13bd00-a0ae-11f0-ab93-d3d7d90e7a19,2025
201,"Smith, Jace",2025-10-03,79.79643,-8.74422,-3.20358,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,68c5ea00-a0ae-11f0-ab93-d3d7d90e7a19,2025
202,"Smith, Jace",2025-10-03,78.71413,-9.40638,-7.3576,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,79d521d0-a0ae-11f0-ab93-d3d7d90e7a19,2025
203,"Smith, Jace",2025-10-03,80.30059,-8.41886,-0.9365,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,83168450-a0ae-11f0-ab93-d3d7d90e7a19,2025
204,"Smith, Jace",2025-10-03,80.34443,-6.65953,-2.83799,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,b716e510-a0ae-11f0-ab93-d3d7d90e7a19,2025
205,"Smith, Jace",2025-10-10,80.8828,-5.31469,-6.10894,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,74d30be0-a62e-11f0-ae75-978fb1879089,2025
206,"Smith, Jace",2025-10-10,81.54873,-8.20776,-1.86256,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,80e67a20-a62e-11f0-ae75-978fb1879089,2025
207,"Smith, Jace",2025-10-10,80.53315,-6.14422,-1.62039,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,2c36d4b0-a62f-11f0-ae75-978fb1879089,2025
208,"Smith, Jace",2025-10-10,80.8914,-8.88949,-4.47473,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,bdcda4d0-a62f-11f0-ae75-978fb1879089,2025
209,"Smith, Jace",2025-10-10,79.93548,-11.77016,-4.60831,Sweeper,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,d62e2ef0-a62f-11f0-ae75-978fb1879089,2025
210,"Smith, Jace",2025-10-17,81.11053,-5.05638,-5.55339,Curveball,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,5c59c530-abb6-11f0-89e1-4103db18a83a,2025
211,"Smith, Jace",2025-10-17,79.61247,-4.15973,-3.12028,Slider,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,541de470-abb9-11f0-89e1-4103db18a83a,2025
212,"Smith, Jace",2025-10-17,78.87224,-7.76441,-4.22807,Slider,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,a7d92250-abb9-11f0-89e1-4103db18a83a,2025
213,"Smith, Jace",2025-10-17,79.8753,-3.87595,-5.61575,Slider,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,3a7af9d0-abba-11f0-89e1-4103db18a83a,2025
214,"Smith, Jace",2025-10-17,78.36629,-3.90547,-9.67772,Slider,Curveball,"Smith, Jace",2025-10-20 03:32:37.035884,5401b470-abba-11f0-89e1-4103db18a83a,2025
215,"Smith, Jace",2025-10-03,85.80693,-0.79244,6.21237,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,0aaba4a0-a0ae-11f0-ab93-d3d7d90e7a19,2025
216,"Smith, Jace",2025-10-03,86.53926,0.31909,6.03433,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,27707340-a0ae-11f0-ab93-d3d7d90e7a19,2025
217,"Smith, Jace",2025-10-03,85.36974,0.75874,3.69095,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,47b5b610-a0ae-11f0-ab93-d3d7d90e7a19,2025
218,"Smith, Jace",2025-10-03,84.24246,-2.91524,9.47776,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,5b3fd8f0-a0ae-11f0-ab93-d3d7d90e7a19,2025
219,"Smith, Jace",2025-10-03,83.66289,0.20437,5.82784,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,99bf9a70-a0ae-11f0-ab93-d3d7d90e7a19,2025
220,"Smith, Jace",2025-10-03,84.88537,-0.01189,4.60288,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,a3001290-a0ae-11f0-ab93-d3d7d90e7a19,2025
221,"Smith, Jace",2025-10-03,83.19209,-0.71532,3.32764,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,ad158df0-a0ae-11f0-ab93-d3d7d90e7a19,2025
222,"Smith, Jace",2025-10-10,84.24453,-0.90098,4.40071,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,4e255020-a62e-11f0-ae75-978fb1879089,2025
223,"Smith, Jace",2025-10-10,86.57844,-2.39709,4.83449,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,8c3c16a0-a62e-11f0-ae75-978fb1879089,2025
224,"Smith, Jace",2025-10-10,85.497559999999993,-2.02473,6.32276,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,b6ad1bf0-a62e-11f0-ae75-978fb1879089,2025
225,"Smith, Jace",2025-10-10,84.40095,-2.35941,6.14898,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,c15bf120-a62e-11f0-ae75-978fb1879089,2025
226,"Smith, Jace",2025-10-10,84.57356,-1.63618,5.20918,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,de0855c0-a62e-11f0-ae75-978fb1879089,2025
227,"Smith, Jace",2025-10-10,85.01958,1.20524,4.2824,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,f96779e0-a62e-11f0-ae75-978fb1879089,2025
228,"Smith, Jace",2025-10-10,83.38042,-3.59847,3.9854,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,0c9bb490-a62f-11f0-ae75-978fb1879089,2025
229,"Smith, Jace",2025-10-10,84.27893,3.66544,4.84107,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,1643ef30-a62f-11f0-ae75-978fb1879089,2025
230,"Smith, Jace",2025-10-10,82.64276,-3.06953,1.29465,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,4bd920c0-a62f-11f0-ae75-978fb1879089,2025
231,"Smith, Jace",2025-10-10,86.30898,-0.63004,4.35937,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,5eeba2a0-a62f-11f0-ae75-978fb1879089,2025
232,"Smith, Jace",2025-10-10,83.27799,-3.55792,3.30654,Sweeper,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,af997970-a62f-11f0-ae75-978fb1879089,2025
233,"Smith, Jace",2025-10-10,81.84264,-2.29906,4.15937,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,bd810410-a632-11f0-8809-a53d21e14008,2025
234,"Smith, Jace",2025-10-10,83.61439,0.72929,6.60118,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,f6da4280-a632-11f0-8809-a53d21e14008,2025
235,"Smith, Jace",2025-10-10,85.10424,-2.16941,2.97673,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,19ba5470-a633-11f0-8809-a53d21e14008,2025
236,"Smith, Jace",2025-10-10,85.497559999999993,-2.02473,6.32276,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,b6ad1bf0-a62e-11f0-ae75-978fb1879089,2025
237,"Smith, Jace",2025-10-10,84.40095,-2.35941,6.14898,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,c15bf120-a62e-11f0-ae75-978fb1879089,2025
238,"Smith, Jace",2025-10-10,84.57356,-1.63618,5.20918,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,de0855c0-a62e-11f0-ae75-978fb1879089,2025
239,"Smith, Jace",2025-10-17,83.54199,-2.61256,2.31516,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,061b10c0-abb6-11f0-89e1-4103db18a83a,2025
240,"Smith, Jace",2025-10-17,82.76167,-1.49197,-1.26256,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,3185b850-abb6-11f0-89e1-4103db18a83a,2025
241,"Smith, Jace",2025-10-17,82.38544,-0.76055,7.38729,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,0f40cd90-abb9-11f0-89e1-4103db18a83a,2025
242,"Smith, Jace",2025-10-17,81.04329,-2.96295,3.48709,Cutter,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,23b1a6f0-abb9-11f0-89e1-4103db18a83a,2025
243,"Smith, Jace",2025-10-17,80.88981,-1.93165,1.99362,Slider,Slider,"Smith, Jace",2025-10-20 03:32:48.096658,185c6320-abba-11f0-89e1-4103db18a83a,2025
